0;21.03
1;21.03
2;21.03
3;21.03
4;21.03
5;21.03
6;21.03
7;21.03
8;21.03
9;21.03
10;21.12
11;21.12
12;21.21
13;21.21
14;21.21
15;21.21
16;21.29
17;21.29
18;21.21
19;21.29
20;21.29
21;21.21
22;21.21
23;21.21
24;21.21
25;21.21
26;21.12
27;21.12
28;21.12
29;21.03
30;21.03
31;21.03
32;21.12
33;21.03
34;21.12
35;21.12
36;21.03
37;21.03
38;20.94
39;21.03
40;20.94
41;20.94
42;20.94
43;20.94
44;20.94
45;20.94
46;20.94
47;20.94
48;20.94
49;20.94
