0;22.81;21.12
1;22.81;21.12
2;22.81;21.12
3;22.81;21.12
4;22.81;21.12
5;22.81;21.12
6;22.81;21.12
7;22.87;21.12
8;22.87;21.12
9;23.06;21.12
10;23.31;21.12
11;23.56;21.12
12;23.81;21.12
13;23.94;21.12
14;24.12;21.12
15;24.25;21.12
16;24.44;21.12
17;24.69;21.19
18;24.87;21.12
19;25;21.12
20;25.12;21.12
21;25.25;21.12
22;25.37;21.12
23;25.44;21.12
24;25.56;21.12
25;25.62;21.12
26;25.69;21.12
27;25.75;21.12
28;25.81;21.12
29;25.81;21.31
30;25.87;21.87
31;25.94;22.5
32;26;23
33;26;23.5
34;26;23.87
35;26.06;24.19
36;26.06;24.44
37;26.12;24.69
38;26.12;24.94
39;26.19;25.12
40;26.19;25.31
41;26.19;25.5
42;26.25;25.62
43;26.25;25.75
44;26.25;25.87
45;26.25;26
46;26.31;26.12
47;26.31;26.19
48;26.31;26.31
49;26.31;26.37
50;26.31;26.44
51;26.31;26.56
52;26.37;26.62
53;26.37;26.69
54;26.37;26.75
55;26.37;26.81
56;26.37;26.87
57;26.37;26.87
58;26.31;26.81
59;26.31;26.75
60;26.25;26.69
61;26.19;26.62
62;26.19;26.56
63;26.12;26.5
64;26.06;26.44
65;26;26.37
66;26;26.31
67;25.94;26.31
68;25.94;26.25
69;25.87;26.19
70;25.81;26.12
71;25.81;26.06
72;25.75;26.06
73;25.75;26
74;25.69;25.94
75;25.62;25.87
76;25.62;25.87
77;25.56;25.81
78;25.56;25.75
79;25.5;25.75
80;25.5;25.69
81;25.44;25.62
82;25.44;25.62
83;25.37;25.56
84;25.37;25.56
85;25.31;25.5
86;25.31;25.44
87;25.25;25.44
88;25.25;25.44
89;25.19;25.37
90;25.19;25.31
91;25.12;25.31
92;25.12;25.25
93;25.12;25.25
94;25.06;25.19
95;25.06;25.12
96;25.06;25.12
97;25;25.06
98;25;25.06
99;24.94;25
100;24.94;25
101;24.94;24.94
102;24.87;24.94
103;24.87;24.87
104;24.87;24.87
105;24.81;24.81
106;24.81;24.81
107;24.75;24.75
108;24.75;24.75
109;24.75;24.75
110;24.69;24.69
111;24.69;24.69
112;24.62;24.62
113;24.69;24.62
114;25;24.56
115;25.37;24.56
116;25.69;24.56
117;25.94;24.5
118;26.12;24.5
119;26.5;24.44
120;26.87;24.44
121;27.19;24.44
122;27.5;24.37
123;27.75;24.37
124;27.94;24.37
125;28.19;24.37
126;28.31;24.69
127;28.5;25.12
128;28.62;25.5
129;28.69;25.81
130;28.75;26.19
131;28.62;26.44
132;28.44;26.69
133;28.31;26.87
134;28.12;27.06
135;28.06;27.25
136;28;27.44
137;27.94;27.56
138;27.87;27.69
139;27.87;27.81
140;27.81;27.94
141;27.81;28
142;27.81;28.12
143;27.81;28.19
144;27.81;28.31
145;28;28.37
146;28.31;28.44
147;28.69;28.5
148;28.94;28.56
149;29.19;28.62
150;29.37;28.69
151;29.56;28.75
152;29.75;28.94
153;29.94;29.06
154;30.06;29.25
155;30.25;29.37
156;30.37;29.5
157;30.5;29.56
158;30.62;29.62
159;30.75;29.69
160;30.81;29.75
161;30.87;29.81
162;30.94;29.87
163;31.06;29.94
164;31.06;30
165;31.12;30.06
166;31.19;30.06
167;31.25;30
168;31.31;29.94
169;31.31;29.87
170;31.37;29.75
171;31.44;29.69
172;31.44;29.62
173;31.5;29.5
174;31.5;29.44
175;31.56;29.37
176;31.56;29.31
177;31.56;29.19
178;31.5;29.12
179;31.44;29.06
180;31.25;29
181;31;28.94
182;30.75;28.87
183;30.44;28.75
184;30.19;28.69
185;30.06;28.62
186;30;28.56
187;29.94;28.5
188;29.94;28.44
189;29.87;28.37
190;29.81;28.31
191;29.69;28.25
192;29.5;28.19
193;29.31;28.12
194;29.19;28.06
195;29.06;28
196;29;27.94
197;28.87;27.94
198;28.81;27.87
199;28.75;27.81
200;28.69;27.81
201;28.62;27.75
202;28.56;27.75
203;28.5;27.69
204;28.44;27.62
205;28.37;27.56
206;28.31;27.56
207;28.25;27.5
208;28.19;27.44
209;28.12;27.37
210;28.06;27.37
211;28.06;27.31
212;28;27.25
213;27.94;27.25
214;27.87;27.19
215;27.81;27.12
216;27.75;27.12
217;27.69;27.06
218;27.69;27
219;27.62;27
220;27.56;26.94
221;27.5;26.94
222;27.5;26.87
223;27.44;26.81
224;27.37;26.81
225;27.31;26.75
226;27.31;26.75
227;27.25;26.69
228;27.19;26.69
229;27.12;26.62
230;27.12;26.62
231;27.06;26.56
232;27;26.5
233;27;26.5
234;26.94;26.44
235;26.87;26.44
236;26.87;26.37
237;26.81;26.31
238;26.75;26.31
239;26.69;26.25
240;26.62;26.25
241;26.62;26.19
242;26.56;26.19
243;26.5;26.12
244;26.5;26.06
245;26.44;26.06
246;26.37;26
247;26.37;26
248;26.31;25.94
249;26.25;25.94
250;26.25;25.87
251;26.19;25.87
252;26.12;25.81
253;26.12;25.81
254;26.06;25.75
255;26.06;25.75
256;26;25.69
257;26;25.69
258;25.94;25.62
259;25.87;25.62
260;25.87;25.56
261;25.81;25.56
262;25.75;25.5
