0;20.75;20.75
1;20.75;20.75
2;20.75;20.75
3;20.75;20.75
4;20.75;20.75
5;20.75;20.75
6;20.81;20.75
7;20.75;20.75
8;20.81;20.75
9;20.81;20.75
10;20.81;20.75
11;20.81;20.75
12;20.81;20.75
13;20.81;20.75
14;20.81;20.75
15;20.81;20.75
16;20.81;20.81
17;20.81;20.75
18;20.81;20.75
19;20.81;20.81
20;20.81;20.81
21;20.81;20.81
22;20.81;20.81
23;20.81;20.81
24;20.81;20.81
25;20.81;20.81
26;20.81;20.81
27;20.81;20.81
28;20.81;20.81
29;20.81;20.81
30;20.81;20.81
31;20.87;20.81
32;20.87;20.81
33;20.87;20.81
34;20.87;20.81
35;20.87;20.81
36;20.87;21.31
37;20.87;22.44
38;20.87;23.44
39;20.87;24.25
40;20.87;24.87
41;20.87;25.44
42;20.87;25.87
43;20.87;26.31
44;20.87;26.62
45;20.87;26.94
46;20.87;27.12
47;20.87;27.37
48;20.87;27.56
49;20.87;27.75
50;20.87;27.94
51;20.87;28.12
52;20.87;28.25
53;20.87;28.37
54;20.94;28.5
55;20.94;28.62
56;20.94;28.75
57;20.94;28.81
58;20.94;28.94
59;20.94;29
60;20.94;29.12
61;20.94;29.19
62;20.94;29.5
63;20.94;29.81
64;20.94;30.06
65;20.94;30.31
66;20.94;30.5
67;20.94;30.62
68;20.94;30.81
69;20.94;30.94
70;20.94;31
71;20.94;31.06
72;20.94;31.06
73;20.94;30.87
74;21;30.69
75;21.12;30.5
76;21.31;30.25
77;21.5;30.06
78;21.69;29.94
79;21.87;29.75
80;22.06;29.62
81;22.37;29.44
82;22.87;29.31
83;23.44;29.19
84;23.94;29.06
85;24.37;28.94
86;24.75;28.81
87;25.12;28.75
88;25.5;28.62
89;25.81;28.5
90;26.12;28.44
91;26.37;28.31
92;26.69;28.25
93;26.94;28.12
94;27.19;28.06
95;27.5;28
96;27.69;27.87
97;27.94;27.81
98;28.19;27.75
99;28.44;27.62
100;28.69;27.56
101;28.94;27.5
102;29.19;27.44
103;29.5;27.37
104;29.75;27.31
105;30;27.25
106;30.25;27.12
107;30.56;27.12
108;30.81;27.06
109;31.06;27
110;31.31;26.94
111;31.5;26.87
112;31.75;26.81
113;31.94;26.75
114;32.19;26.69
115;32.38;26.62
116;32.56;26.56
117;32.75;26.56
118;32.88;26.5
119;33.06;26.44
120;33.25;26.37
121;33.38;26.31
122;33.56;26.31
123;33.69;26.25
124;33.81;26.19
125;34;26.12
126;34.13;26.06
127;34.31;26.06
128;34.5;26
129;34.63;25.94
130;34.75;25.94
131;34.94;25.87
132;35.06;25.81
133;35.19;25.75
134;35.38;25.75
135;35.5;25.69
136;35.63;25.62
137;35.75;25.62
138;35.88;25.56
139;36;25.5
140;36.19;25.5
141;36.31;25.44
142;36.44;25.37
143;36.56;25.37
144;36.69;25.31
145;36.81;25.31
146;36.94;25.25
147;37.06;25.25
148;37.25;25.19
149;37.38;25.12
150;37.5;25.06
151;37.63;25.06
152;37.81;25
153;37.94;25
154;38.13;24.94
155;38.31;24.94
156;38.44;24.87
157;38.63;24.87
158;38.75;24.81
159;38.88;24.81
160;39.06;24.75
161;39.25;24.75
162;39.38;24.69
163;39.56;24.62
164;39.75;24.62
165;39.88;24.56
166;40;24.56
167;40.13;24.5
168;40.25;24.5
169;40.44;24.44
170;40.56;24.44
171;40.69;24.37
172;40.81;24.37
173;41;24.31
174;41.13;24.31
175;41.31;24.31
176;41.5;24.25
177;41.69;24.25
178;41.88;24.19
179;42.06;24.19
180;42.25;24.12
181;42.38;24.12
182;42.63;24.12
183;42.88;24.06
184;43.19;24.06
185;43.5;24
186;43.75;24
187;43.94;23.94
188;43.88;23.94
189;43.38;23.94
190;42.94;23.87
191;42.5;23.87
192;42.06;23.81
193;41.75;23.81
194;41.38;23.81
195;41;23.75
196;40.69;23.75
197;40.38;23.69
198;40.06;23.69
199;39.81;23.62
200;39.5;23.62
201;39.25;23.62
202;39;23.56
203;38.81;23.56
204;38.56;23.5
205;38.31;23.5
206;38.13;23.5
207;37.94;23.44
208;37.75;23.44
209;37.5;23.44
210;37.31;23.37
211;37.13;23.37
212;36.94;23.31
213;36.75;23.31
214;36.56;23.25
215;36.38;23.25
216;36.25;23.25
217;36.06;23.19
218;35.88;23.19
219;35.75;23.19
220;35.63;23.19
221;35.44;23.12
222;35.31;23.12
223;35.13;23.12
224;35;23.06
225;34.88;23.06
226;34.75;23.06
227;34.63;23.06
228;34.5;23
229;34.31;23
230;34.19;23
231;34.06;23
232;33.94;22.94
233;33.81;22.94
234;33.75;22.94
235;33.63;22.94
236;33.44;22.87
237;33.38;22.87
238;33.25;22.87
239;33.13;22.87
240;33;22.87
241;32.88;22.87
242;32.81;22.81
